Purpose,EntryPeriod,ReturnPeriod,Percent
2,20,15,0.0
2,20,16,0.0
2,20,17,0.0
2,20,18,0.0
2,20,19,0.0
2,20,20,0.0
2,20,21,0.0
2,20,22,0.0018666332467333613
2,20,23,0.0032330354611108153
2,20,24,0.00429141508262143
2,20,25,0.005180545371476575
2,20,26,0.0024521793243372776
2,20,27,0.0017022671025518558
2,20,28,0.00027960244454300955
2,20,29,0.0024903942372281273
2,20,30,0.0010557057231217082
2,20,31,3.933221759169823e-05
2,20,32,0.0012389937588595113
2,20,33,1.0166481336064076e-05
2,20,34,0.0008641665907856227
2,20,35,0.00037048961293013405
2,20,36,9.036157845124263e-06
2,20,37,0.0
2,20,38,0.0
2,20,39,1.8059631864021874e-05
2,20,40,0.0005327676252263171
2,20,41,0.0
2,20,42,0.0
2,20,43,0.00482713422968217
2,20,44,0.00103613040882349
2,20,45,7.629943499612447e-05
2,20,46,0.00020028624666572996
2,20,47,0.0
2,20,48,0.0
2,21,1,0.0
2,21,2,0.0
2,21,3,0.0
2,21,4,0.0
2,21,5,0.0
2,21,6,0.0
2,21,7,0.0
2,21,8,0.0
2,21,9,0.0
2,21,10,0.0
2,21,11,0.0
2,21,12,0.0
2,21,13,0.0
2,21,14,0.0
2,21,15,0.0
2,21,16,0.0
2,21,17,0.0
2,21,18,0.0
2,21,19,0.0
2,21,20,0.0
2,21,21,0.0
2,21,22,0.0
2,21,23,0.0002055296250933566
2,21,24,0.00013437971499354992
2,21,25,8.000869158507566e-06
2,21,26,0.0035124353839687743
2,21,27,0.0073506987474027865
2,21,28,0.002209142768428888
2,21,29,0.0028466363963136256
2,21,30,0.00024153605516047592
2,21,31,0.0034688227530028227
2,21,32,0.0009776627076755328
2,21,33,0.0025950576563575746
2,21,34,0.0
2,21,35,0.003040830131852333
2,21,36,0.00044057425257768706
2,21,37,0.0008443201321748034
2,21,38,0.003144092264921557
2,21,39,0.0006992518108586825
2,21,40,0.005602623097536863
2,21,41,0.00350204495263433
2,21,42,0.0
2,21,43,0.00022141028548361113
2,21,44,0.0
2,21,45,0.0
2,21,46,0.0
2,21,47,0.0
2,21,48,0.0
2,22,1,0.0
2,22,2,0.0
2,22,3,0.0
2,22,4,0.0
2,22,5,0.0
2,22,6,0.0
2,22,7,0.0
2,22,8,0.0
2,22,9,0.0
2,22,10,0.0
2,22,11,0.0
2,22,12,0.0
2,22,13,0.0
2,22,14,0.0
2,22,15,0.0
2,22,16,0.0
2,22,17,0.0
2,22,18,0.0
2,22,19,0.0
2,22,20,0.0
2,22,21,0.0
2,22,22,0.0
2,22,23,0.0002845760233096668
2,22,24,7.904716005796042e-05
2,22,25,0.002960362457406304
2,22,26,0.0012241504083071373
2,22,27,0.0009905787726959192
2,22,28,0.00020440833066093778
2,22,29,0.0007245998518745115
2,22,30,0.0008194863738624893
2,22,31,1.880085745532877e-05
2,22,32,0.0
2,22,33,0.0003790555547160671
2,22,34,0.0
2,22,35,0.00015549434628826336
2,22,36,0.0
2,22,37,8.041033404578251e-05
2,22,38,0.0
2,22,39,0.00033667679782085067
2,22,40,0.0
2,22,41,0.0
2,22,42,3.099096585969096e-05
2,22,43,0.0
2,22,44,0.005418835887196935
2,22,45,0.0
2,22,46,0.0
2,22,47,0.0
2,22,48,0.0
2,23,1,0.0019152274331009182
2,23,2,0.00019897962497408134
2,23,3,0.0
2,23,4,0.0
2,23,5,0.0
2,23,6,0.0
2,23,7,0.0
2,23,8,0.0
2,23,9,0.0
2,23,10,0.0
2,23,11,0.0
2,23,12,0.0
2,23,13,0.0
2,23,14,0.0
2,23,15,0.0
2,23,16,0.0
2,23,17,0.0
2,23,18,0.0
2,23,19,0.0
2,23,20,0.0
2,23,21,0.0
2,23,22,0.0
2,23,23,0.0005318923688619847
2,23,24,0.0
2,23,25,0.001467472849082957
2,23,26,0.0007207164496644852
2,23,27,0.00033275471190491804
2,23,28,0.0003754147501067203
2,23,29,0.0004680891622090291
2,23,30,0.0023310830894538856
2,23,31,0.0019792421523914033
2,23,32,0.0007447614707607618
2,23,33,0.0020885378418636392
2,23,34,0.00010548013807953095
2,23,35,0.000937540654342769
2,23,36,0.0
2,23,37,0.0
2,23,38,0.0
2,23,39,0.00042160035430398974
2,23,40,0.0
2,23,41,0.00017937996898803837
2,23,42,0.0
2,23,43,0.0027191423095929116
2,23,44,0.0
2,23,45,1.9790708979705112e-05
2,23,46,0.0
2,23,47,0.0
2,23,48,0.0
2,24,1,0.0
2,24,2,0.0
2,24,3,0.0
2,24,4,0.0
2,24,5,0.0
2,24,6,0.0
2,24,7,0.0
2,24,8,0.0
2,24,9,0.0
2,24,10,0.0
2,24,11,0.0
2,24,12,0.0
2,24,13,0.0
2,24,14,0.0
2,24,15,0.0
2,24,16,0.0
2,24,17,0.0
2,24,18,0.0
2,24,19,0.0
2,24,20,0.0
2,24,21,0.0
2,24,22,0.0
2,24,23,0.0
2,24,24,0.0
2,24,25,0.0
2,24,26,0.0003212840734642133
2,24,27,0.002150097501646516
2,24,28,0.0006569780740084926
2,24,29,0.0019191639409945067
2,24,30,0.0001591473196575891
2,24,31,0.00014282952577644872
2,24,32,0.0
2,24,33,0.001170844984967583
2,24,34,0.0
2,24,35,0.0
2,24,36,0.0027001201566485195
2,24,37,0.0
2,24,38,0.0003578037573905208
2,24,39,0.0
2,24,40,0.0008994124036918095
2,24,41,0.0
2,24,42,0.0
2,24,43,0.00126471862888609
2,24,44,0.0005438304121493653
2,24,45,0.0
2,24,46,9.895402174860823e-06
2,24,47,0.0
2,24,48,0.0
2,25,1,7.552512800842517e-05
2,25,2,0.0
2,25,3,0.0001745223174504969
2,25,4,0.0
2,25,5,0.0
2,25,6,0.0
2,25,7,0.0
2,25,8,0.0
2,25,9,0.0
2,25,10,0.0
2,25,11,0.0
2,25,12,0.0
2,25,13,0.0
2,25,14,0.0
2,25,15,0.0
2,25,16,0.0
2,25,17,0.0
2,25,18,0.0
2,25,19,0.0
2,25,20,0.0
2,25,21,0.0
2,25,22,0.0
2,25,23,0.0
2,25,24,0.0
2,25,25,0.0
2,25,26,0.0
2,25,27,0.0001295360354494133
2,25,28,0.0
2,25,29,0.0
2,25,30,0.0
2,25,31,0.0005059926356730112
2,25,32,0.0
2,25,33,0.0006299098827188516
2,25,34,0.000768701632404093
2,25,35,0.00021825289621988945
2,25,36,0.0
2,25,37,0.0
2,25,38,7.066290047960663e-05
2,25,39,7.586121658186095e-05
2,25,40,5.689591243639571e-05
2,25,41,0.0009191795246151526
2,25,42,0.0
2,25,43,2.56015604364522e-05
2,25,44,0.0
2,25,45,0.0
2,25,46,0.0
2,25,47,0.0
2,25,48,0.0
2,26,1,0.0
2,26,2,0.0
2,26,3,0.0
2,26,4,0.0
2,26,5,0.0
2,26,6,0.0
2,26,7,0.0
2,26,8,0.0
2,26,9,0.0
2,26,10,0.0
2,26,11,0.0
2,26,12,0.0
2,26,13,0.0
2,26,14,0.0
2,26,15,0.0
2,26,16,0.0
2,26,17,0.0
2,26,18,0.0
2,26,19,0.0
2,26,20,0.0
2,26,21,0.0
2,26,22,0.0
2,26,23,0.0
2,26,24,0.0
2,26,25,0.0
2,26,26,0.0
2,26,27,0.0011054017460833693
2,26,28,0.0011226728290693886
2,26,29,0.0012886920151179075
2,26,30,0.001241314444717169
2,26,31,0.0022614722530082242
2,26,32,0.0005679491708764411
2,26,33,1.0676320097740478e-05
2,26,34,0.0015480900803341892
2,26,35,0.0010628161166465052
2,26,36,7.591413038623456e-05
2,26,37,7.066290047960663e-05
2,26,38,0.000344489940000476
2,26,39,0.00036983234160030594
2,26,40,0.000208618802562359
2,26,41,0.0
2,26,42,0.0011915224513842418
2,26,43,0.0
2,26,44,2.56015604364522e-05
2,26,45,0.0
2,26,46,0.0016726552263161762
2,26,47,0.0
2,26,48,0.0
2,27,1,0.0
2,27,2,0.0
2,27,3,0.0
2,27,4,0.0
2,27,5,0.0
2,27,6,0.0
2,27,7,0.0
2,27,8,0.0
2,27,9,0.0
2,27,10,0.0
2,27,11,0.0
2,27,12,0.0
2,27,13,0.0
2,27,14,0.0
2,27,15,0.0
2,27,16,0.0
2,27,17,0.0
2,27,18,0.0
2,27,19,0.0
2,27,20,0.0
2,27,21,0.0
2,27,22,0.0
2,27,23,0.0
2,27,24,0.0
2,27,25,0.0
2,27,26,0.0
2,27,27,0.0
2,27,28,2.5456298604238e-05
2,27,29,0.0022159500536426003
2,27,30,0.0
2,27,31,0.001146564707067571
2,27,32,0.0014205284267671244
2,27,33,0.0005455118023930537
2,27,34,0.0009756292688823298
2,27,35,0.0011562135332877578
2,27,36,0.0036924085874676517
2,27,37,0.0
2,27,38,0.0
2,27,39,0.0008199649071733091
2,27,40,0.015765656078649062
2,27,41,0.0003902634034406862
2,27,42,0.0004460140900703577
2,27,43,0.0
2,27,44,0.0
2,27,45,0.0
2,27,46,0.0
2,27,47,0.0
2,27,48,0.0
2,28,1,0.0
2,28,2,0.0
2,28,3,0.0
2,28,4,0.0
2,28,5,0.0
2,28,6,0.0
2,28,7,0.0
2,28,8,0.0
2,28,9,0.0
2,28,10,0.0
2,28,11,0.0
2,28,12,0.0
2,28,13,0.0
2,28,14,0.0
2,28,15,0.0
2,28,16,0.0
2,28,17,0.0
2,28,18,0.0
2,28,19,0.0
2,28,20,0.0
2,28,21,0.0
2,28,22,0.0
2,28,23,0.0
2,28,24,0.0
2,28,25,0.0
2,28,26,0.0
2,28,27,0.0
2,28,28,0.0
2,28,29,0.001592126571171729
2,28,30,0.0008379652259558332
2,28,31,0.004322462303968423
2,28,32,0.001532138748232499
2,28,33,7.343297061314256e-05
2,28,34,0.0005979641409134104
2,28,35,0.0002237778726591089
2,28,36,0.0001305375417051349
2,28,37,0.0
2,28,38,0.0007984940128250573
2,28,39,0.0
2,28,40,0.0
2,28,41,0.0009477788667702873
2,28,42,0.0
2,28,43,0.0
2,28,44,0.0
2,28,45,0.0010924116465770338
2,28,46,0.0
2,28,47,0.0
2,28,48,0.0
2,29,1,0.0
2,29,2,0.0
2,29,3,0.0
2,29,4,0.0
2,29,5,0.0
2,29,6,0.0
2,29,7,0.0
2,29,8,0.0
2,29,9,0.0
2,29,10,0.0
2,29,11,0.0
2,29,12,0.0
2,29,13,0.0
2,29,14,0.0
2,29,15,0.0
2,29,16,0.0
2,29,17,0.0
2,29,18,0.0
2,29,19,0.0
2,29,20,0.0
2,29,21,0.0
2,29,22,0.0
2,29,23,0.0
2,29,24,0.0
2,29,25,0.0
2,29,26,0.0
2,29,27,0.0
2,29,28,0.0
2,29,29,0.001522191765337508
2,29,30,0.004924141692808651
2,29,31,0.005789294370550444
2,29,32,0.0002671926552089615
2,29,33,0.001277686218642155
2,29,34,0.004328031174613695
2,29,35,0.000613853553928816
2,29,36,0.0
2,29,37,0.0
2,29,38,0.0005713912860443176
2,29,39,0.0
2,29,40,0.0
2,29,41,0.0
2,29,42,0.0007096012033298418
2,29,43,2.7601987215132127e-05
2,29,44,0.000483047744935723
2,29,45,0.00499971734699863
2,29,46,0.0005507244340756031
2,29,47,0.0
2,29,48,0.0
2,30,1,0.0
2,30,2,0.0
2,30,3,0.0
2,30,4,0.0
2,30,5,0.0
2,30,6,0.0
2,30,7,0.0
2,30,8,0.0
2,30,9,0.0
2,30,10,0.0
2,30,11,0.0
2,30,12,0.0
2,30,13,0.0
2,30,14,0.0
2,30,15,0.0
2,30,16,0.0
2,30,17,0.0
2,30,18,0.0
2,30,19,0.0
2,30,20,0.0
2,30,21,0.0
2,30,22,0.0
2,30,23,0.0
2,30,24,0.0
2,30,25,0.0
2,30,26,0.0
2,30,27,0.0
2,30,28,0.0
2,30,29,0.0
2,30,30,0.0
2,30,31,0.0016031891937988063
2,30,32,0.0005121305221630244
2,30,33,0.003694931795282014
2,30,34,0.008448862073988391
2,30,35,0.0
2,30,36,0.000245537477479465
2,30,37,0.0034950197465299063
2,30,38,1.904607026262715e-05
2,30,39,0.0
2,30,40,0.0015437934744060894
2,30,41,0.00011010866934931078
2,30,42,0.0011989845963116276
2,30,43,0.0
2,30,44,0.0
2,30,45,0.0
2,30,46,1.0798371389096584e-05
2,30,47,0.0
2,30,48,7.471898102434898e-05
2,31,1,0.0
2,31,2,0.0
2,31,3,0.0
2,31,4,0.0
2,31,5,0.0
2,31,6,0.0
2,31,7,0.0
2,31,8,0.0
2,31,9,0.0
2,31,10,0.0
2,31,11,0.0
2,31,12,0.0
2,31,13,0.0
2,31,14,0.0
2,31,15,0.0
2,31,16,0.0
2,31,17,0.0
2,31,18,0.0
2,31,19,0.0
2,31,20,0.0
2,31,21,0.0
2,31,22,0.0
2,31,23,0.0
2,31,24,0.0
2,31,25,0.0
2,31,26,0.0
2,31,27,0.0
2,31,28,0.0
2,31,29,0.0
2,31,30,0.0
2,31,31,0.0
2,31,32,0.00037359927779253774
2,31,33,0.0007845896138314491
2,31,34,0.003138371753905915
2,31,35,0.0024354055348897227
2,31,36,0.0010192214398612915
2,31,37,0.0005692289253087604
2,31,38,0.005892037739797247
2,31,39,0.0026588481711323033
2,31,40,0.0
2,31,41,0.0
2,31,42,0.0
2,31,43,0.0
2,31,44,0.0
2,31,45,2.2647299996535922e-05
2,31,46,0.0
2,31,47,0.0
2,31,48,0.0
2,32,1,0.0
2,32,2,0.0
2,32,3,0.0
2,32,4,0.0
2,32,5,0.0
2,32,6,0.0
2,32,7,0.0
2,32,8,0.0
2,32,9,0.0
2,32,10,0.0
2,32,11,0.0
2,32,12,0.0
2,32,13,0.0
2,32,14,0.0
2,32,15,0.0
2,32,16,0.0
2,32,17,0.0
2,32,18,0.0
2,32,19,0.0
2,32,20,0.0
2,32,21,0.0
2,32,22,0.0
2,32,23,0.0
2,32,24,0.0
2,32,25,0.0
2,32,26,0.0
2,32,27,0.0
2,32,28,0.0
2,32,29,0.0
2,32,30,0.0
2,32,31,0.0
2,32,32,0.0
2,32,33,0.0007363085152149012
2,32,34,0.00025347939462227824
2,32,35,0.00196334381169763
2,32,36,0.0033044180932236666
2,32,37,0.0009387323689164469
2,32,38,0.0012083630694960264
2,32,39,0.0015116853200355799
2,32,40,1.0720946527844709e-05
2,32,41,0.0
2,32,42,0.003284404101699471
2,32,43,0.0
2,32,44,0.00043418583795079747
2,32,45,0.00011323627315011414
2,32,46,0.00015853098655944616
2,32,47,0.0
2,32,48,0.0
2,33,1,0.0
2,33,2,0.0
2,33,3,0.0
2,33,4,0.0
2,33,5,0.0
2,33,6,0.0
2,33,7,0.0
2,33,8,0.0
2,33,9,0.0
2,33,10,0.0
2,33,11,0.0
2,33,12,0.0
2,33,13,0.0
2,33,14,0.0
2,33,15,0.0
2,33,16,0.0
2,33,17,0.0
2,33,18,0.0
2,33,19,0.0
2,33,20,0.0
2,33,21,0.0
2,33,22,0.0
2,33,23,0.0
2,33,24,0.0
2,33,25,0.0
2,33,26,0.0
2,33,27,0.0
2,33,28,0.0
2,33,29,0.0
2,33,30,0.0
2,33,31,0.0
2,33,32,0.0
2,33,33,0.00011231702583804672
2,33,34,0.0017971084119750684
2,33,35,0.0
2,33,36,3.3276487725321194e-05
2,33,37,0.0
2,33,38,0.00014454847514657263
2,33,39,2.2168899198621783e-05
2,33,40,0.003192381213610831
2,33,41,0.004098785651439516
2,33,42,0.0
2,33,43,0.00731707493448286
2,33,44,0.00107735345380159
2,33,45,0.0
2,33,46,0.0
2,33,47,0.0
2,33,48,0.0
2,34,1,0.0026485294226605816
2,34,2,0.0
2,34,3,0.0
2,34,4,0.0
2,34,5,0.0
2,34,6,0.0
2,34,7,0.0
2,34,8,0.0
2,34,9,0.0
2,34,10,0.0
2,34,11,0.0
2,34,12,0.0
2,34,13,0.0
2,34,14,0.0
2,34,15,0.0
2,34,16,0.0
2,34,17,0.0
2,34,18,0.0
2,34,19,0.0
2,34,20,0.0
2,34,21,0.0
2,34,22,0.0
2,34,23,0.0
2,34,24,0.0
2,34,25,0.0
2,34,26,0.0
2,34,27,0.0
2,34,28,0.0
2,34,29,0.0
2,34,30,0.0
2,34,31,0.0
2,34,32,0.0
2,34,33,0.0
2,34,34,0.00014975653443080936
2,34,35,0.0
2,34,36,2.218436218284783e-05
2,34,37,0.0004852794834751194
2,34,38,0.0003510557516777016
2,34,39,0.000809173757896968
2,34,40,0.0029152597042351523
2,34,41,0.002427441180038462
2,34,42,0.008250640253961803
2,34,43,0.0
2,34,44,0.0010175020660886389
2,34,45,0.002798159759550735
2,34,46,0.0
2,34,47,0.0
2,34,48,0.0008263215357874834
2,35,1,0.0
2,35,2,0.0
2,35,3,0.0
2,35,4,0.0
2,35,5,0.0
2,35,6,0.0
2,35,7,0.0
2,35,8,0.0
2,35,9,0.0
2,35,10,0.0
2,35,11,0.0
2,35,12,0.0
2,35,13,0.0
2,35,14,0.0
2,35,15,0.0
2,35,16,0.0
2,35,17,0.0
2,35,18,0.0
2,35,19,0.0
2,35,20,0.0
2,35,21,0.0
2,35,22,0.0
2,35,23,0.0
2,35,24,0.0
2,35,25,0.0
2,35,26,0.0
2,35,27,0.0
2,35,28,0.0
2,35,29,0.0
2,35,30,0.0
2,35,31,0.0
2,35,32,0.0
2,35,33,0.0
2,35,34,0.0
2,35,35,0.0
2,35,36,7.887139739959776e-05
2,35,37,0.0007158198519112341
2,35,38,0.0016794167111231716
2,35,39,0.0026699534119005663
2,35,40,0.0007980348889050191
2,35,41,0.006354757793566793
2,35,42,0.007816699666471688
2,35,43,0.005612478211340545
2,35,44,0.0018752591560670154
2,35,45,0.0009053321403109388
2,35,46,0.0013215775812094944
2,35,47,0.0018001287054373286
2,35,48,0.0
2,36,1,0.0
2,36,2,0.0
2,36,3,0.004593573973512593
2,36,4,0.0
2,36,5,0.0
2,36,6,0.0
2,36,7,0.0
2,36,8,0.0
2,36,9,0.0
2,36,10,0.0
2,36,11,0.0
2,36,12,0.0
2,36,13,0.0
2,36,14,0.0
2,36,15,0.0
2,36,16,0.0
2,36,17,0.0
2,36,18,0.0
2,36,19,0.0
2,36,20,0.0
2,36,21,0.0
2,36,22,0.0
2,36,23,0.0
2,36,24,0.0
2,36,25,0.0
2,36,26,0.0
2,36,27,0.0
2,36,28,0.0
2,36,29,0.0
2,36,30,0.0
2,36,31,0.0
2,36,32,0.0
2,36,33,0.0
2,36,34,0.0
2,36,35,0.0
2,36,36,0.0
2,36,37,0.0013398613524569422
2,36,38,0.0
2,36,39,0.006502476460508522
2,36,40,0.0023940957857803507
2,36,41,0.016470487676702374
2,36,42,0.0071093077519975125
2,36,43,0.01219582748258109
2,36,44,0.004255896733118365
2,36,45,0.0015401013567509787
2,36,46,0.003839841914364302
2,36,47,0.0
2,36,48,0.0
2,37,1,0.0005112752831109743
2,37,2,0.0
2,37,3,0.0
2,37,4,0.0
2,37,5,0.0
2,37,6,0.0
2,37,7,0.0
2,37,8,0.0
2,37,9,0.0
2,37,10,0.0
2,37,11,0.0
2,37,12,0.0
2,37,13,0.0
2,37,14,0.0
2,37,15,0.0
2,37,16,0.0
2,37,17,0.0
2,37,18,0.0
2,37,19,0.0
2,37,20,0.0
2,37,21,0.0
2,37,22,0.0
2,37,23,0.0
2,37,24,0.0
2,37,25,0.0
2,37,26,0.0
2,37,27,0.0
2,37,28,0.0
2,37,29,0.0
2,37,30,0.0
2,37,31,0.0
2,37,32,0.0
2,37,33,0.0
2,37,34,0.0
2,37,35,0.0
2,37,36,0.0
2,37,37,0.0
2,37,38,0.001016531870341831
2,37,39,0.0035674157514521713
2,37,40,0.004301068331436134
2,37,41,0.008614869316774151
2,37,42,0.010601231073231583
2,37,43,0.00935905974461925
2,37,44,0.01585841357457996
2,37,45,0.002595914909587788
2,37,46,0.00011623328733489352
2,37,47,0.000509386161525646
2,37,48,0.0023324434497071418
2,38,1,0.0
2,38,2,0.0
2,38,3,0.0
2,38,4,0.0
2,38,5,0.0
2,38,6,0.0
2,38,7,0.0
2,38,8,0.0
2,38,9,0.0
2,38,10,0.0
2,38,11,0.0
2,38,12,0.0
2,38,13,0.0
2,38,14,0.0
2,38,15,0.0
2,38,16,0.0
2,38,17,0.0
2,38,18,0.0
2,38,19,0.0
2,38,20,0.0
2,38,21,0.0
2,38,22,0.0
2,38,23,0.0
2,38,24,0.0
2,38,25,0.0
2,38,26,0.0
2,38,27,0.0
2,38,28,0.0
2,38,29,0.0
2,38,30,0.0
2,38,31,0.0
2,38,32,0.0
2,38,33,0.0
2,38,34,0.0
2,38,35,0.0
2,38,36,0.0
2,38,37,0.0
2,38,38,1.7084322643334925e-05
2,38,39,0.0
2,38,40,0.00025678391406859464
2,38,41,0.008197841142326323
2,38,42,0.015265325959779152
2,38,43,0.01724493772956071
2,38,44,0.005781320746222758
2,38,45,0.0045331680566322455
2,38,46,9.686071705863062e-05
2,38,47,0.0
2,38,48,0.0
2,39,1,0.0
2,39,2,0.0
2,39,3,0.0
2,39,4,0.0
2,39,5,0.0
2,39,6,0.0
2,39,7,0.0
2,39,8,0.0
2,39,9,0.0
2,39,10,0.0
2,39,11,0.0
2,39,12,0.0
2,39,13,0.0
2,39,14,0.0
2,39,15,0.0
2,39,16,0.0
2,39,17,0.0
2,39,18,0.0
2,39,19,0.0
2,39,20,0.0
2,39,21,0.0
2,39,22,0.0
2,39,23,0.0
2,39,24,0.0
2,39,25,0.0
2,39,26,0.0
2,39,27,0.0
2,39,28,0.0
2,39,29,0.0
2,39,30,0.0
2,39,31,0.0
2,39,32,0.0
2,39,33,0.0
2,39,34,0.0
2,39,35,0.0
2,39,36,0.0
2,39,37,0.0
2,39,38,0.0
2,39,39,0.0011766254837532527
2,39,40,0.0
2,39,41,0.0014937391506558346
2,39,42,0.004958740982013887
2,39,43,0.020634724121520343
2,39,44,0.020399929026876956
2,39,45,0.006538063396210988
2,39,46,0.0012751890475483463
2,39,47,0.0
2,39,48,0.0
2,40,1,0.0
2,40,2,0.0
2,40,3,0.0
2,40,4,0.0
2,40,5,0.0
2,40,6,0.00012553419905012283
2,40,7,0.0
2,40,8,0.0
2,40,9,0.0
2,40,10,0.0
2,40,11,0.0
2,40,12,0.0
2,40,13,0.0
2,40,14,0.0
2,40,15,0.0
2,40,16,0.0
2,40,17,0.0
2,40,18,0.0
2,40,19,0.0
2,40,20,0.0
2,40,21,0.0
2,40,22,0.0
2,40,23,0.0
2,40,24,0.0
2,40,25,0.0
2,40,26,0.0
2,40,27,0.0
2,40,28,0.0
2,40,29,0.0
2,40,30,0.0
2,40,31,0.0
2,40,32,0.0
2,40,33,0.0
2,40,34,0.0
2,40,35,0.0
2,40,36,0.0
2,40,37,0.0
2,40,38,0.0
2,40,39,0.0
2,40,40,0.0
2,40,41,0.00040404974837380224
2,40,42,0.000269359025472476
2,40,43,0.0046269334627956835
2,40,44,0.0037153500403763013
2,40,45,0.01524827744131536
2,40,46,0.00036743213659422947
2,40,47,0.0
2,40,48,0.0
2,41,1,0.0010726907661038848
2,41,2,0.0
2,41,3,0.0
2,41,4,0.0
2,41,5,0.0
2,41,6,0.0
2,41,7,0.0
2,41,8,0.0
2,41,9,0.0
2,41,10,0.0
2,41,11,0.0
2,41,12,0.0
2,41,13,0.0
2,41,14,0.0
2,41,15,0.0
2,41,16,0.0
2,41,17,0.0
2,41,18,0.0
2,41,19,0.0
2,41,20,0.0
2,41,21,0.0
2,41,22,0.0
2,41,23,0.0
2,41,24,0.0
2,41,25,0.0
2,41,26,0.0
2,41,27,0.0
2,41,28,0.0
2,41,29,0.0
2,41,30,0.0
2,41,31,0.0
2,41,32,0.0
2,41,33,0.0
2,41,34,0.0
2,41,35,0.0
2,41,36,0.0
2,41,37,0.0
2,41,38,0.0
2,41,39,0.0
2,41,40,0.0
2,41,41,0.002974317884899914
2,41,42,0.0
2,41,43,0.0
2,41,44,0.0
2,41,45,0.0
2,41,46,0.0
2,41,47,0.0
2,41,48,0.0
2,42,1,0.0
2,42,2,0.0
2,42,3,0.0
2,42,4,0.0
2,42,5,0.0
2,42,6,0.0
2,42,7,0.0
2,42,8,0.0
2,42,9,0.0
2,42,10,0.0
2,42,11,0.0
2,42,12,0.0
2,42,13,0.0
2,42,14,0.0
2,42,15,0.0
2,42,16,0.0
2,42,17,0.0
2,42,18,0.0
2,42,19,0.0
2,42,20,0.0
2,42,21,0.0
2,42,22,0.0
2,42,23,0.0
2,42,24,0.0
2,42,25,0.0
2,42,26,0.0
2,42,27,0.0
2,42,28,0.0
2,42,29,0.0
2,42,30,0.0
2,42,31,0.0
2,42,32,0.0
2,42,33,0.0
2,42,34,0.0
2,42,35,0.0
2,42,36,0.0
2,42,37,0.0
2,42,38,0.0
2,42,39,0.0
2,42,40,0.0
2,42,41,0.0
2,42,42,0.0
2,42,43,0.0
2,42,44,0.0
2,42,45,0.0
2,42,46,0.0
2,42,47,0.0
2,42,48,0.0
2,43,1,0.0
2,43,2,0.0
2,43,3,0.0
2,43,4,0.0
2,43,5,0.0
2,43,6,0.0
2,43,7,0.0
2,43,8,0.0
2,43,9,0.0
2,43,10,0.0
2,43,11,0.0
2,43,12,0.0
2,43,13,0.0
2,43,14,0.0
2,43,15,0.0
2,43,16,0.0
2,43,17,0.0
2,43,18,0.0
2,43,19,0.0
2,43,20,0.0
2,43,21,0.0
2,43,22,0.0
2,43,23,0.0
2,43,24,0.0
2,43,25,0.0
2,43,26,0.0
2,43,27,0.0
2,43,28,0.0
2,43,29,0.0
2,43,30,0.0
2,43,31,0.0
2,43,32,0.0
2,43,33,0.0
2,43,34,0.0
2,43,35,0.0
2,43,36,0.0
2,43,37,0.0
2,43,38,0.0
2,43,39,0.0
2,43,40,0.0
2,43,41,0.0
2,43,42,0.0
2,43,43,0.00022373161282604888
2,43,44,0.0
2,43,45,0.0
2,43,46,0.0
2,43,47,0.0
2,43,48,0.0
2,44,1,0.0
2,44,2,0.0
2,44,3,0.0
2,44,4,0.0
2,44,5,0.0
2,44,6,0.0
2,44,7,0.0
2,44,8,0.0
2,44,9,0.0
2,44,10,0.0
2,44,11,0.0
2,44,12,0.0
2,44,13,0.0
2,44,14,0.0
2,44,15,0.0
2,44,16,0.0
2,44,17,0.0
2,44,18,0.0
2,44,19,0.0
2,44,20,0.0
2,44,21,0.0
2,44,22,0.0
2,44,23,0.0
2,44,24,0.0
2,44,25,0.0
2,44,26,0.0
2,44,27,0.0
2,44,28,0.0
2,44,29,0.0
2,44,30,0.0
2,44,31,0.0
2,44,32,0.0
2,44,33,0.0
2,44,34,0.0
2,44,35,0.0
2,44,36,0.0
2,44,37,0.0
2,44,38,0.0
2,44,39,0.0
2,44,40,0.0
2,44,41,0.0
2,44,42,0.0
2,44,43,0.0
2,44,44,0.0
2,44,45,0.0020277573287193463
2,44,46,0.0
2,44,47,0.0
2,44,48,0.0009892387180413381
2,45,1,0.0
2,45,2,0.0
2,45,3,0.0
2,45,4,0.0
2,45,5,0.0
2,45,6,0.0
2,45,7,0.0
2,45,8,0.0
2,45,9,0.0
2,45,10,0.0
2,45,11,0.0
2,45,12,0.0
2,45,13,0.0
2,45,14,0.0
2,45,15,0.0
2,45,16,0.0
2,45,17,0.0
2,45,18,0.0
2,45,19,0.0
2,45,20,0.0
2,45,21,0.0
2,45,22,0.0
2,45,23,0.0
2,45,24,0.0
2,45,25,0.0
2,45,26,0.0
2,45,27,0.0
2,45,28,0.0
2,45,29,0.0
2,45,30,0.0
2,45,31,0.0
2,45,32,0.0
2,45,33,0.0
2,45,34,0.0
2,45,35,0.0
2,45,36,0.0
2,45,37,0.0
2,45,38,0.0
2,45,39,0.0
2,45,40,0.0
2,45,41,0.0
2,45,42,0.0
2,45,43,0.0
2,45,44,0.0
2,45,45,0.0
2,45,46,0.0
2,45,47,0.0
2,45,48,0.0
2,46,1,0.0
2,46,2,0.0
2,46,3,0.0
2,46,4,0.0
2,46,5,0.0
2,46,6,0.0
